,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER
808,22,3284.44,149.29,90.84,4.13,05-Nov-16,11-Aug-21,79.09,75
1512,16,2586.85,161.68,83.85,5.24,11-May-19,11-Aug-21,51.44,75
1957,18,2354.04,130.78,85.84,4.77,11-Oct-19,11-Aug-21,37.22,75
2057,21,2298.68,109.46,82.73,3.94,17-Feb-14,11-Aug-21,130.1,75
2313,16,2186.71,136.67,51.82,3.24,04-Jun-14,11-Aug-21,164.06,75
3218,16,1900.35,118.77,59.8,3.74,24-Feb-14,11-Aug-21,170.31,75
5448,10,1510.49,151.05,7.99,0.8,06-Apr-14,11-Aug-21,268.4,75
8022,9,1271.46,141.27,24.96,2.77,26-Jan-15,11-Aug-21,265.44,75
8042,18,1270.32,70.57,97.82,5.43,04-Jan-21,11-Aug-21,12.17,75
12077,18,1034.8,57.49,76.85,4.27,14-Apr-18,11-Aug-21,67.5,75
13483,7,977.77,139.68,21.92,3.13,14-Nov-14,11-Aug-21,351.71,75
45617,3,457.9,152.63,5,1.67,16-Jan-15,11-Aug-21,799.67,75
61226,2,361.99,181,7.99,4,25-Feb-15,11-Aug-21,1179.5,75
63336,3,351.95,117.32,4.95,1.65,10-Jan-15,11-Aug-21,801.67,75
106566,3,214.09,71.36,15.89,5.3,17-Oct-14,11-Aug-21,830,75
136889,5,162.51,32.5,24.91,4.98,15-Nov-14,11-Aug-21,492.2,75
52,25,8649.29,345.97,105.19,4.21,22-Apr-18,10-Aug-21,48.24,76
482,24,3964.49,165.19,118.79,4.95,20-Dec-17,10-Aug-21,55.38,76
689,15,3502.73,233.52,36.93,2.46,16-Jun-20,10-Aug-21,28,76
722,22,3427.02,155.77,40.92,1.86,28-Jul-18,10-Aug-21,50.41,76
761,18,3363.87,186.88,67.87,3.77,25-Nov-17,10-Aug-21,75.22,76
827,21,3258.52,155.17,95.82,4.56,07-Oct-18,10-Aug-21,49.43,76
853,20,3227.07,161.35,72.87,3.64,29-Nov-19,10-Aug-21,31,76
944,32,3092.24,96.63,126.74,3.96,21-Sep-17,10-Aug-21,44.34,76
1133,32,2883.05,90.1,90.85,2.84,11-Oct-18,10-Aug-21,32.31,76
1647,19,2515.6,132.4,68.7,3.62,05-Jun-14,10-Aug-21,138.05,76
2082,18,2285.8,126.99,89.8,4.99,23-Jan-15,10-Aug-21,132.83,76
2251,26,2207.57,84.91,112.77,4.34,05-Jan-15,10-Aug-21,92.65,76
3919,6,1748.19,291.37,5.99,1,26-Nov-14,10-Aug-21,408.17,76
4504,17,1651.34,97.14,88.84,5.23,14-Apr-19,10-Aug-21,49.94,76
4858,18,1594.73,88.6,25.93,1.44,14-Aug-14,10-Aug-21,141.83,76
6155,32,1432.92,44.78,85.72,2.68,23-Jun-15,10-Aug-21,70,76
6454,20,1403.4,70.17,99.8,4.99,02-Feb-19,10-Aug-21,46,76
16014,13,891.87,68.61,71.87,5.53,18-Dec-19,10-Aug-21,46.23,76
60669,4,364.98,91.25,21.88,5.47,28-Oct-14,10-Aug-21,619.5,76
69036,3,326.68,108.89,11.98,3.99,11-Dec-14,10-Aug-21,811.33,76
117400,3,193.94,64.65,9.94,3.31,29-Apr-14,10-Aug-21,886.67,76
123701,2,181.69,90.85,4.99,2.5,30-Nov-14,10-Aug-21,1222.5,76
130344,3,173.85,57.95,9.9,3.3,27-Feb-15,10-Aug-21,785.33,76
154809,2,139.5,69.75,0,0,02-Apr-14,10-Aug-21,1343.5,76
259,34,4966.92,146.09,156.72,4.61,23-Feb-17,09-Aug-21,47.88,77
374,26,4329.89,166.53,81.89,3.15,31-Mar-21,09-Aug-21,5.04,77
422,28,4168.01,148.86,101.81,3.64,06-Feb-16,09-Aug-21,71.82,77
436,18,4123.53,229.09,39.93,2.22,14-Apr-17,09-Aug-21,87.67,77
475,21,3986.97,189.86,69.87,3.33,28-Jun-17,09-Aug-21,71.57,77
637,21,3621.37,172.45,70.87,3.37,10-Feb-14,09-Aug-21,130.33,77
801,17,3295.47,193.85,15.97,0.94,28-Dec-16,09-Aug-21,99.12,77
2461,24,2132.86,88.87,88.66,3.69,28-Nov-15,09-Aug-21,86.71,77
4472,25,1656.95,66.28,79.6,3.18,10-Sep-14,09-Aug-21,101,77
9023,12,1201.48,100.12,72.88,6.07,01-Jul-21,09-Aug-21,3.25,77
10850,4,1094.95,273.74,4.95,1.24,20-Feb-15,09-Aug-21,590.5,77
46327,5,452.54,90.51,13.94,2.79,19-Oct-14,09-Aug-21,497.2,77
110022,3,206.93,68.98,15.93,5.31,23-Sep-14,09-Aug-21,837.33,77
129846,3,174.94,58.31,11.94,3.98,02-Jul-14,09-Aug-21,865,77
56,62,8530.77,137.59,253.47,4.09,24-Aug-17,08-Aug-21,23.31,78
835,29,3252.47,112.15,57.92,2,02-Nov-17,08-Aug-21,47.41,78
1009,22,3015.81,137.08,99.81,4.54,14-Aug-18,08-Aug-21,49.55,78
2652,26,2066.04,79.46,96.84,3.72,19-Jul-20,08-Aug-21,14.81,78
7491,10,1311.46,131.15,28.86,2.89,02-Jul-14,08-Aug-21,259.4,78
8340,22,1249.1,56.78,90.82,4.13,20-Dec-19,08-Aug-21,27.14,78
8751,20,1219.23,60.96,92.83,4.64,26-Aug-20,08-Aug-21,17.35,78
15808,8,897.86,112.23,29.86,3.73,21-Jul-14,08-Aug-21,321.88,78
25214,6,683.45,113.91,23.95,3.99,03-Dec-14,08-Aug-21,406.67,78
27904,3,640.98,213.66,10.98,3.66,26-Mar-15,08-Aug-21,775.67,78
36209,8,539.95,67.49,28.95,3.62,01-Apr-14,08-Aug-21,335.75,78
74,30,7664.16,255.47,71.86,2.4,28-May-20,07-Aug-21,14.53,79
963,13,3072.21,236.32,21.96,1.69,10-Jun-15,07-Aug-21,173.08,79
1766,20,2441.96,122.1,77.86,3.89,26-Nov-19,07-Aug-21,31,79
2182,19,2238.56,117.82,95.81,5.04,20-Mar-17,07-Aug-21,84.26,79
2338,21,2178.33,103.73,70.88,3.38,28-Oct-14,07-Aug-21,117.86,79
4796,16,1605.89,100.37,42.89,2.68,08-Jun-14,07-Aug-21,163.56,79
7977,13,1274.88,98.07,15.93,1.23,19-Jan-15,07-Aug-21,184,79
11319,15,1068.86,71.26,72.86,4.86,29-Jun-20,07-Aug-21,26.93,79
13766,7,966.7,138.1,26.95,3.85,07-Nov-14,07-Aug-21,352.14,79
63551,3,350.94,116.98,11.94,3.98,26-May-14,07-Aug-21,876.67,79
83756,2,273.99,137,4.99,2.5,09-Nov-14,07-Aug-21,1231.5,79
100526,4,227.83,56.96,14.93,3.73,08-Nov-14,07-Aug-21,616,79
102595,2,222.99,111.5,4.99,2.5,20-Aug-14,07-Aug-21,1272,79
141,46,6016.91,130.8,110.81,2.41,02-Apr-17,06-Aug-21,34.5,80
147,59,5931.42,100.53,334.42,5.67,18-Sep-18,06-Aug-21,17.85,80
545,21,3815.21,181.68,41.91,2,09-May-14,06-Aug-21,126,80
703,24,3474.12,144.76,102.82,4.28,17-Feb-20,06-Aug-21,22.33,80
859,13,3217.91,247.53,47.91,3.69,03-Mar-18,06-Aug-21,96.31,80
1398,20,2659.43,132.97,91.83,4.59,20-Nov-18,06-Aug-21,49.5,80
1462,22,2615.31,118.88,100.81,4.58,31-Aug-16,06-Aug-21,81.86,80
1714,15,2476.3,165.09,76.85,5.12,01-Nov-18,06-Aug-21,67.27,80
2219,23,2223.1,96.66,105.8,4.6,07-May-20,06-Aug-21,19.83,80
10538,13,1109.87,85.37,71.87,5.53,25-Jul-20,06-Aug-21,29,80
12241,8,1027.89,128.49,38.89,4.86,05-Apr-15,06-Aug-21,289.38,80
81303,6,281.31,46.89,28.91,4.82,17-Jul-14,06-Aug-21,429.5,80
330,25,4571.49,182.86,60.84,2.43,21-Mar-14,05-Aug-21,107.76,81
418,32,4178.61,130.58,94.81,2.96,04-Nov-16,05-Aug-21,54.22,81
988,12,3038.94,253.25,31.94,2.66,21-Feb-17,05-Aug-21,135.5,81
1741,30,2454.2,81.81,155.7,5.19,14-Jul-16,05-Aug-21,61.6,81
2320,19,2184.87,114.99,73.87,3.89,13-Jun-20,05-Aug-21,22,81
2480,17,2126.35,125.08,84.85,4.99,11-Nov-16,05-Aug-21,101.65,81
5070,18,1564.36,86.91,82.86,4.6,13-Apr-20,05-Aug-21,26.61,81
8781,10,1217.14,121.71,30.94,3.09,16-Jun-14,05-Aug-21,260.7,81
11564,8,1058.16,132.27,20.96,2.62,13-Feb-15,05-Aug-21,295.63,81
11699,15,1051.88,70.13,73.88,4.93,04-Feb-18,05-Aug-21,85.2,81
51388,4,417.99,104.5,5.99,1.5,02-Dec-14,05-Aug-21,609.5,81
61564,3,360.48,120.16,9.98,3.33,06-Feb-15,05-Aug-21,790.67,81
536,41,3840.17,93.66,117.77,2.87,07-Jul-19,04-Aug-21,18.51,82
657,9,3578.72,397.64,18.97,2.11,13-Jan-19,04-Aug-21,103.78,82
742,33,3398.3,102.98,51.9,1.57,08-Apr-19,04-Aug-21,25.73,82
1535,20,2576.83,128.84,106.83,5.34,30-Aug-19,04-Aug-21,35.25,82
2196,18,2233.56,124.09,91.86,5.1,26-Nov-16,04-Aug-21,95.11,82
2631,19,2072.18,109.06,87.83,4.62,26-May-19,04-Aug-21,42.16,82
4085,20,1715.8,85.79,106.8,5.34,09-Feb-20,04-Aug-21,27.1,82
70870,3,319.93,106.64,15.93,5.31,29-Dec-14,04-Aug-21,803.33,82
107,88,6683.75,75.95,403.25,4.58,27-Sep-19,03-Aug-21,7.68,83
136,43,6061.5,140.97,181.65,4.22,05-Apr-17,03-Aug-21,36.77,83
271,48,4902.56,102.14,233.56,4.87,16-Jan-17,03-Aug-21,34.58,83
438,23,4112.21,178.79,103.81,4.51,01-Dec-16,03-Aug-21,74.17,83
711,15,3445.19,229.68,62.89,4.19,15-Aug-17,03-Aug-21,96.6,83
938,7,3095.83,442.26,43.93,6.28,11-Jun-20,03-Aug-21,59.71,83
1119,17,2896.7,170.39,87.84,5.17,05-May-20,03-Aug-21,26.76,83
3217,18,1901.25,105.63,80.85,4.49,12-Oct-19,03-Aug-21,36.72,83
3367,15,1867.85,124.52,82.85,5.52,31-Mar-18,03-Aug-21,81.4,83
6599,15,1390.87,92.72,85.87,5.72,15-Dec-16,03-Aug-21,112.8,83
7049,18,1348.85,74.94,84.85,4.71,08-May-20,03-Aug-21,25.11,83
11350,17,1067.85,62.81,77.85,4.58,13-May-20,03-Aug-21,26.29,83
18190,5,830.44,166.09,89.74,17.95,07-Feb-21,03-Aug-21,35.4,83
52509,6,410.76,68.46,21.96,3.66,05-Jan-15,03-Aug-21,400.33,83
194,18,5396.85,299.83,45.35,2.52,06-Jun-16,02-Aug-21,104.61,84
434,36,4133.73,114.83,138.73,3.85,30-Apr-20,02-Aug-21,12.75,84
1768,18,2441.16,135.62,80.86,4.49,20-Jul-20,02-Aug-21,21,84
2494,21,2120.24,100.96,83.84,3.99,12-Sep-15,02-Aug-21,102.43,84
3987,21,1735.03,82.62,87.83,4.18,12-Jun-20,02-Aug-21,19.81,84
4209,18,1695.37,94.19,75.87,4.22,06-Mar-18,02-Aug-21,69.17,84
4314,19,1680.26,88.43,79.86,4.2,01-Apr-19,02-Aug-21,44.95,84
5830,14,1465.97,104.71,73.87,5.28,20-Jan-21,02-Aug-21,13.86,84
18054,5,833.95,166.79,4.95,0.99,28-Sep-14,02-Aug-21,500,84
21341,7,756.41,108.06,25.91,3.7,26-May-14,02-Aug-21,375,84
35408,3,547.98,182.66,9.98,3.33,04-Feb-14,02-Aug-21,912,84
55696,5,391.91,78.38,26.91,5.38,31-Mar-15,02-Aug-21,463.2,84
66264,6,338.77,56.46,14.97,2.5,24-Sep-14,02-Aug-21,417.33,84
139452,5,158.99,31.8,5.99,1.2,30-Dec-14,02-Aug-21,481.4,84
304,30,4740.99,158.03,4.99,0.17,28-Feb-21,01-Aug-21,5.13,85
543,51,3818.25,74.87,160.7,3.15,02-May-20,01-Aug-21,8.94,85
608,19,3672.75,193.3,81.85,4.31,08-Jun-15,01-Aug-21,118.21,85
1244,22,2781.78,126.44,122.78,5.58,15-Jul-17,01-Aug-21,67.18,85
2069,19,2291.27,120.59,74.87,3.94,24-May-20,01-Aug-21,22.84,85
2226,27,2220.33,82.23,55.83,2.07,29-Nov-14,01-Aug-21,90.26,85
2686,21,2053.81,97.8,98.82,4.71,14-Jan-20,01-Aug-21,26.9,85
2907,27,1989.39,73.68,82.84,3.07,27-Oct-15,01-Aug-21,77.96,85
5122,15,1557.87,103.86,48.87,3.26,11-Jan-15,01-Aug-21,159.6,85
5421,18,1513.85,84.1,76.85,4.27,20-Feb-16,01-Aug-21,110.5,85
9836,13,1150.49,88.5,53.89,4.15,20-Feb-14,01-Aug-21,209.15,85
25937,6,670.89,111.82,14.89,2.48,17-Apr-14,01-Aug-21,443.83,85
40136,3,501.93,167.31,17.93,5.98,16-Mar-14,01-Aug-21,898.33,85
80422,4,284.89,71.22,15.89,3.97,26-Jun-14,01-Aug-21,648.25,85
95541,2,239.99,120,5.99,3,11-Dec-14,01-Aug-21,1212.5,85
126541,2,179.94,89.97,12.94,6.47,19-Nov-14,01-Aug-21,1223.5,85
166,42,5718.78,136.16,198.68,4.73,22-Dec-16,31-Jul-21,40.05,86
231,12,5139.45,428.29,32.95,2.75,03-Mar-18,31-Jul-21,103.83,86
729,28,3413.67,121.92,80.87,2.89,12-Oct-18,31-Jul-21,36.54,86
865,5,3208.98,641.8,13.98,2.8,30-Jul-21,31-Jul-21,0.2,86
1979,19,2341.17,123.22,73.87,3.89,14-Nov-18,31-Jul-21,52.11,86
2191,21,2235.5,106.45,110.8,5.28,20-Sep-17,31-Jul-21,67.14,86
3904,17,1750.79,102.99,86.84,5.11,31-Jan-17,31-Jul-21,96.59,86
5408,16,1515.46,94.72,74.86,4.68,04-Oct-17,31-Jul-21,87.25,86
10571,17,1108.26,65.19,76.86,4.52,28-May-20,31-Jul-21,25.24,86
14031,7,957.34,136.76,5.99,0.86,29-Jun-14,31-Jul-21,369.86,86
16849,6,867.38,144.56,18.88,3.15,29-Apr-14,31-Jul-21,441.67,86
27525,6,646.92,107.82,18.92,3.15,30-Nov-14,31-Jul-21,405.83,86
159789,3,132.99,44.33,4.99,1.66,07-Apr-14,31-Jul-21,890.67,86
32,10,10242,1024.2,0,0,23-Jan-16,30-Jul-21,201.5,87
61,18,8261.65,458.98,25.95,1.44,02-Nov-14,30-Jul-21,136.78,87
72,44,7827.92,177.91,133.72,3.04,10-Mar-18,30-Jul-21,28.14,87
891,37,3172.14,85.73,153.74,4.16,24-Dec-19,30-Jul-21,15.78,87
991,17,3036.87,178.64,73.87,4.35,01-Jun-20,30-Jul-21,24.94,87
1736,17,2459.35,144.67,74.85,4.4,11-Feb-17,30-Jul-21,95.88,87
1930,19,2366.8,124.57,80.3,4.23,07-Sep-14,30-Jul-21,132.53,87
2158,31,2250.5,72.6,102.8,3.32,23-Apr-20,30-Jul-21,14.94,87
2903,18,1989.83,110.55,92.83,5.16,09-Apr-20,30-Jul-21,26.5,87
3292,19,1883.14,99.11,89.84,4.73,09-Nov-18,30-Jul-21,52.32,87
3706,9,1792,199.11,34.9,3.88,10-Feb-14,30-Jul-21,303,87
10657,9,1103.97,122.66,12.97,1.44,13-Jul-14,30-Jul-21,286,87
28591,6,631.65,105.28,26.9,4.48,13-Feb-14,30-Jul-21,454,87
70250,5,321.97,64.39,15.97,3.19,11-Feb-14,30-Jul-21,545.2,87
798,24,3298.85,137.45,82.85,3.45,10-Jun-20,29-Jul-21,17.25,88
1447,28,2622.71,93.67,98.81,3.53,07-Nov-20,29-Jul-21,9.43,88
2135,16,2262.11,141.38,74.86,4.68,26-Oct-18,29-Jul-21,62.94,88
2165,21,2247.82,107.04,101.82,4.85,13-Apr-18,29-Jul-21,57.29,88
3672,23,1800.18,78.27,109.78,4.77,27-Jul-20,29-Jul-21,15.96,88
3923,19,1747.06,91.95,81.86,4.31,28-Nov-14,29-Jul-21,128.16,88
4600,21,1635.65,77.89,76.85,3.66,19-May-20,29-Jul-21,20.76,88
6121,15,1436.86,95.79,51.86,3.46,06-Sep-14,29-Jul-21,167.87,88
6226,17,1425.83,83.87,98.83,5.81,07-Jun-19,29-Jul-21,46.06,88
9229,19,1187.91,62.52,108.81,5.73,11-Oct-17,29-Jul-21,73,88
97188,4,235.97,58.99,79.97,19.99,16-Jul-21,29-Jul-21,3.25,88
98072,2,233.95,116.98,4.95,2.48,06-Dec-14,29-Jul-21,1213.5,88
118279,4,191.18,47.8,9.98,2.5,22-Jan-15,29-Jul-21,595,88
232,32,5138.59,160.58,82.84,2.59,07-Mar-16,28-Jul-21,61.53,89
539,18,3832.92,212.94,41.92,2.33,17-Feb-19,28-Jul-21,49.56,89
1024,31,2998.79,96.74,128.75,4.15,25-Apr-20,28-Jul-21,14.81,89
2149,19,2257.33,118.81,96.83,5.1,09-Oct-18,28-Jul-21,53.84,89
2781,11,2023.85,183.99,34.85,3.17,18-Aug-14,28-Jul-21,230.55,89
3252,18,1891.79,105.1,11.94,0.66,19-Feb-14,28-Jul-21,150.89,89
3277,18,1886.19,104.79,80.84,4.49,04-Oct-17,28-Jul-21,77.39,89
3882,23,1756.03,76.35,105.83,4.6,23-May-18,28-Jul-21,50.52,89
4335,16,1676.7,104.79,90.85,5.68,11-Apr-19,28-Jul-21,52.44,89
4880,20,1591.66,79.58,76.86,3.84,26-Jul-19,28-Jul-21,36.65,89
4991,16,1576.07,98.5,71.87,4.49,17-Apr-16,28-Jul-21,120.5,89
5196,16,1546.84,96.68,91.84,5.74,30-Jul-19,28-Jul-21,45.56,89
12488,19,1017.64,53.56,81.84,4.31,25-Aug-20,28-Jul-21,17.74,89
12516,9,1016.9,112.99,31.9,3.54,26-Feb-14,28-Jul-21,301,89
16991,11,863.87,78.53,40.87,3.72,11-Feb-14,28-Jul-21,247.64,89
29191,11,623.11,56.65,28.91,2.63,03-Aug-14,28-Jul-21,231.91,89
38635,4,515.98,129,9.98,2.5,10-Dec-14,28-Jul-21,605.5,89
104969,2,217.94,108.97,10.94,5.47,19-Jan-15,28-Jul-21,1191,89
217,15,5219.97,348,71.87,4.79,18-May-20,27-Jul-21,29,90
623,14,3640.1,260.01,60.9,4.35,15-Feb-19,27-Jul-21,63.79,90
631,41,3626.26,88.45,28.96,0.71,06-Jan-18,27-Jul-21,31.66,90
1098,23,2922.55,127.07,75.85,3.3,24-Apr-20,27-Jul-21,19.96,90
2527,21,2111.84,100.56,86.84,4.14,15-Feb-19,27-Jul-21,42.52,90
2537,12,2106.86,175.57,18.96,1.58,17-Apr-14,27-Jul-21,221.5,90
4582,10,1639.02,163.9,19.92,1.99,10-Aug-14,27-Jul-21,254.3,90
4968,15,1578.95,105.26,87.85,5.86,27-Apr-16,27-Jul-21,127.8,90
5576,25,1497.21,59.89,97.81,3.91,14-May-20,27-Jul-21,17.56,90
6851,15,1365.35,91.02,74.85,4.99,28-Jul-19,27-Jul-21,48.67,90
9184,14,1190.36,85.03,79.86,5.7,27-Apr-19,27-Jul-21,58.71,90
31905,4,587.97,146.99,18.97,4.74,01-Jun-14,27-Jul-21,653.25,90
52555,7,410.36,58.62,28.86,4.12,04-Feb-14,27-Jul-21,390,90
53882,3,402.48,134.16,10.98,3.66,04-Jun-14,27-Jul-21,870,90
126,17,6217.61,365.74,44.91,2.64,25-Mar-18,26-Jul-21,71.71,91
175,40,5578.74,139.47,155.74,3.89,28-Jan-19,26-Jul-21,22.75,91
706,26,3469.06,133.43,74.86,2.88,26-Dec-17,26-Jul-21,50.31,91
1177,31,2837.73,91.54,177.73,5.73,09-Apr-15,26-Jul-21,74.19,91
1691,21,2491.86,118.66,79.86,3.8,18-Mar-18,26-Jul-21,58.38,91
1997,18,2333.65,129.65,84.85,4.71,24-Jul-19,26-Jul-21,40.72,91
4729,19,1614.78,84.99,99.81,5.25,22-Sep-20,26-Jul-21,16.16,91
6401,8,1408.84,176.11,42.84,5.36,22-Jul-14,26-Jul-21,320.13,91
6524,12,1397.36,116.45,41.76,3.48,02-Jun-14,26-Jul-21,217.58,91
7295,16,1327.46,82.97,71.86,4.49,22-May-20,26-Jul-21,26.88,91
23332,5,717.67,143.53,15.97,3.19,04-Mar-15,26-Jul-21,467.2,91
37050,6,531,88.5,1,0.17,09-Feb-14,26-Jul-21,454,91
41143,3,492.99,164.33,3.99,1.33,30-Dec-14,26-Jul-21,800,91
45523,3,458.19,152.73,6.99,2.33,02-Feb-14,26-Jul-21,910.33,91
63003,5,353.83,70.77,24.83,4.97,31-Mar-15,26-Jul-21,461.8,91
157,30,5819.09,193.97,116.79,3.89,15-Oct-18,25-Jul-21,33.8,92
269,13,4915.13,378.09,35.93,2.76,15-Sep-14,25-Jul-21,192.69,92
510,18,3884.55,215.81,88.85,4.94,27-Sep-18,25-Jul-21,57.33,92
571,21,3778.87,179.95,80.87,3.85,02-Jul-17,25-Jul-21,70.67,92
687,22,3509.32,159.51,91.82,4.17,19-Jan-18,25-Jul-21,58.32,92
2131,28,2264.69,80.88,113.79,4.06,18-Dec-17,25-Jul-21,46.96,92
2871,23,1999.49,86.93,85.84,3.73,28-Apr-20,25-Jul-21,19.7,92
3351,18,1870.95,103.94,80.85,4.49,15-Mar-21,25-Jul-21,7.33,92
10120,15,1133.86,75.59,54.86,3.66,18-Feb-14,25-Jul-21,180.93,92
10450,9,1114.78,123.86,9.98,1.11,13-Jul-14,25-Jul-21,285.44,92
80843,4,283.13,70.78,20.93,5.23,01-May-14,25-Jul-21,660.5,92
105593,2,215.99,108,6.99,3.5,24-Feb-15,25-Jul-21,1171.5,92
18,10,12940,1294,0,0,26-Aug-20,24-Jul-21,33.2,93
642,28,3614.23,129.08,172.73,6.17,09-Feb-18,24-Jul-21,45.04,93
699,5,3488.19,697.64,4.99,1,22-Jun-21,24-Jul-21,6.4,93
709,30,3457.05,115.24,75.65,2.52,05-Feb-14,24-Jul-21,90.87,93
913,28,3137.67,112.06,92.77,3.31,19-Jul-14,24-Jul-21,91.5,93
1318,20,2717.28,135.86,46.88,2.34,15-May-14,24-Jul-21,131.35,93
2495,24,2120.22,88.34,103.82,4.33,05-Jun-20,24-Jul-21,17.25,93
5372,19,1519.51,79.97,77.86,4.1,21-Nov-19,24-Jul-21,32.16,93
6054,18,1443.84,80.21,77.84,4.32,27-Oct-20,24-Jul-21,15,93
12500,13,1017.39,78.26,64.64,4.97,05-Jun-14,24-Jul-21,200.46,93
12828,9,1003.79,111.53,24.99,2.78,26-Apr-14,24-Jul-21,294,93
14727,24,932.76,38.87,119.76,4.99,20-May-20,24-Jul-21,17.92,93
28840,5,627.98,125.6,14.98,3,07-Feb-15,24-Jul-21,471.8,93
46911,5,448.18,89.64,13.93,2.79,05-Dec-14,24-Jul-21,484.6,93
2,59,32486.98,550.63,218.68,3.71,13-Feb-19,23-Jul-21,15.1,94
190,35,5439.47,155.41,142.47,4.07,01-Sep-14,23-Jul-21,71.91,94
890,13,3176.45,244.34,27.95,2.15,06-Nov-16,23-Jul-21,132.31,94
925,18,3125.86,173.66,66.86,3.71,07-Sep-16,23-Jul-21,98.89,94
2662,16,2062.43,128.9,17.93,1.12,31-Dec-14,23-Jul-21,149.75,94
3002,9,1958,217.56,0,0,14-Jun-14,23-Jul-21,288.44,94
3602,13,1815.41,139.65,34.81,2.68,17-Jun-14,23-Jul-21,199.46,94
4901,16,1588.05,99.25,77.85,4.87,20-Mar-21,23-Jul-21,7.81,94
6372,10,1411.54,141.15,35.89,3.59,03-Apr-14,23-Jul-21,266.8,94
10498,17,1112.11,65.42,79.86,4.7,01-Mar-19,23-Jul-21,51.47,94
18228,16,829.54,51.85,74.86,4.68,28-May-20,23-Jul-21,26.31,94
31063,4,597.98,149.5,9.98,2.5,15-Nov-14,23-Jul-21,610.5,94
46537,5,450.86,90.17,24.91,4.98,21-Nov-14,23-Jul-21,487.2,94
97876,3,234.03,78.01,16.93,5.64,28-Mar-15,23-Jul-21,769.67,94
44,43,8924.16,207.54,168.66,3.92,15-Jan-16,22-Jul-21,46.86,95
79,32,7420.83,231.9,84.83,2.65,26-Dec-17,22-Jul-21,40.75,95
540,14,3830.11,273.58,48.91,3.49,05-Oct-16,22-Jul-21,125.07,95
601,16,3701.87,231.37,78.87,4.93,15-Jan-15,22-Jul-21,148.75,95
1162,18,2852.06,158.45,79.86,4.44,28-Jan-20,22-Jul-21,30.06,95
3360,19,1869.34,98.39,87.84,4.62,06-Sep-18,22-Jul-21,55.26,95
4756,15,1611.46,107.43,75.86,5.06,28-Sep-20,22-Jul-21,19.8,95
7780,7,1290.37,184.34,19.97,2.85,21-Sep-14,22-Jul-21,356.57,95
9610,12,1164.88,97.07,41.88,3.49,06-Jan-15,22-Jul-21,199.08,95
173760,2,117.94,58.97,9.94,4.97,30-Oct-14,22-Jul-21,1228.5,95
64,23,8088.62,351.68,62.87,2.73,15-Dec-15,21-Jul-21,88.91,96
397,9,4242.67,471.41,14.97,1.66,09-Feb-20,21-Jul-21,58.67,96
764,39,3360.92,86.18,109.82,2.82,24-Feb-17,21-Jul-21,41.23,96
1333,29,2702.14,93.18,91.84,3.17,25-Dec-18,21-Jul-21,32.38,96
2993,22,1961.4,89.15,104.8,4.76,29-Jul-18,21-Jul-21,49.45,96
4695,10,1620.91,162.09,51.91,5.19,28-Feb-14,21-Jul-21,270,96
6139,21,1434.9,68.33,103.8,4.94,17-Aug-18,21-Jul-21,50.9,96
107289,2,212.49,106.25,4.99,2.5,06-Jul-14,21-Jul-21,1286,96
357,22,4395.67,199.8,19.97,0.91,27-Dec-16,20-Jul-21,75.73,97
976,18,3048.57,169.37,75.87,4.22,19-Dec-19,20-Jul-21,32.17,97
1309,17,2725.56,160.33,74.86,4.4,22-Aug-18,20-Jul-21,62.53,97
11303,9,1069.5,118.83,32.9,3.66,13-Feb-14,20-Jul-21,301.56,97
13053,7,995.47,142.21,19.97,2.85,28-Apr-14,20-Jul-21,377.14,97
18806,7,814.16,116.31,22.96,3.28,09-Jul-14,20-Jul-21,366.86,97
37535,6,526.38,87.73,10.98,1.83,28-Nov-14,20-Jul-21,404.33,97
40051,10,502.6,50.26,125.9,12.59,16-Jun-17,20-Jul-21,149.5,97
43537,7,473.63,67.66,104.93,14.99,12-Apr-21,20-Jul-21,14.14,97
65177,6,343.96,57.33,18.96,3.16,03-May-14,20-Jul-21,439.17,97
139143,2,159.69,79.85,10.94,5.47,10-Dec-14,20-Jul-21,1207,97
28,128,11127.82,86.94,103.87,0.81,21-Oct-15,19-Jul-21,16.39,98
193,24,5399.94,225,86.84,3.62,18-Nov-19,19-Jul-21,25.38,98
512,34,3880.3,114.13,100.8,2.96,22-Sep-20,19-Jul-21,8.82,98
765,12,3354.91,279.58,53.91,4.49,28-Mar-21,19-Jul-21,9.42,98
787,20,3321.09,166.05,91.84,4.59,26-Dec-17,19-Jul-21,65.05,98
1307,19,2727.51,143.55,75.86,3.99,30-Dec-16,19-Jul-21,87.47,98
1436,33,2630.37,79.71,179.17,5.43,06-May-16,19-Jul-21,57.58,98
1556,21,2564.11,122.1,108.81,5.18,09-Nov-20,19-Jul-21,12,98
6469,14,1402.23,100.16,71.86,5.13,04-Jun-19,19-Jul-21,55.43,98
10676,10,1102.79,110.28,43.89,4.39,24-Jun-14,19-Jul-21,258.2,98
15237,11,915.98,83.27,38.88,3.53,30-Nov-14,19-Jul-21,220.27,98
31590,5,591.91,118.38,26.91,5.38,19-Dec-14,19-Jul-21,480.8,98
43783,6,471.4,78.57,36.9,6.15,30-Jul-14,19-Jul-21,424.33,98
